iter	Logloss
286	0.08952653062
287	0.08941058517
288	0.08920860452
289	0.08911218943
290	0.08904061981
291	0.08892892937
292	0.08885821369
293	0.08880575482
294	0.08873378766
295	0.08857052911
296	0.08848471475
297	0.08840888275
298	0.08836875458
299	0.08836095127
300	0.08835361174
301	0.0882995922
302	0.08809836244
303	0.08805141005
304	0.08795312512
305	0.0879478542
306	0.08786699421
307	0.08777475317
308	0.08765374293
309	0.08752292702
310	0.08745070957
311	0.08722676921
312	0.08710491239
313	0.08701206033
314	0.08695133436
315	0.08682190979
316	0.08663733936
317	0.08651114655
318	0.08639862425
319	0.08621538627
320	0.08615870183
321	0.08607121639
322	0.0860195084
323	0.08597553747
324	0.08594045201
325	0.08582446975
326	0.08578271467
327	0.08573734503
328	0.08568645418
329	0.08560969461
330	0.08560327528
331	0.08560072816
332	0.0854901567
333	0.08536843238
334	0.08530150057
335	0.08515875148
336	0.08512216425
337	0.08504454337
338	0.08501127623
339	0.08494153228
340	0.08479265096
341	0.08467367989
342	0.08460700574
343	0.08457253865
344	0.08451809214
345	0.08451598672
346	0.08442085256
347	0.08432055791
348	0.08428860113
349	0.0841943062
350	0.08414765564
351	0.08409373916
352	0.08408939581
353	0.08396198833
354	0.08390460453
355	0.08385550255
356	0.08376457924
357	0.08371111918
358	0.08364654309
359	0.08358245286
360	0.08355452289
361	0.08355037094
362	0.08354741894
363	0.08346719941
364	0.08342162364
365	0.08338143658
366	0.08337861709
367	0.08335402929
368	0.08326491693
369	0.08326310597
370	0.08315866673
371	0.08315694411
372	0.08315191613
373	0.08309011536
374	0.08305346188
375	0.08294409035
376	0.08289163148
377	0.0828188251
378	0.0828172718
379	0.08271931078
380	0.08271785318
381	0.08267772501
382	0.08259213887
383	0.08258985677
384	0.08254454602
385	0.08244545867
386	0.08238594001
387	0.082323035
388	0.08230147283
389	0.08224244003
390	0.08219194671
391	0.08213464389
392	0.08204614255
393	0.08198144867
394	0.08193107313
395	0.08186684304
396	0.08180199456
397	0.08174075328
398	0.08171862426
399	0.08167150256
400	0.08166871251
401	0.08163836793
402	0.08159779806
403	0.08144683341
404	0.08137747963
405	0.08137566867
406	0.08133386205
407	0.08133280934
408	0.08132828931
409	0.08116073157
410	0.08103772634
411	0.08100986262
412	0.08092815605
413	0.08083383167
414	0.08076324849
415	0.08072658765
416	0.08066896828
417	0.08066773153
418	0.08066653159
419	0.08062193492
420	0.08062037426
421	0.08059247373
422	0.08059101613
423	0.08054037558
424	0.08046301236
425	0.08040846278
426	0.08036342442
427	0.08036237907
428	0.08032409131
429	0.08029013953
430	0.08028914572
431	0.08023957996
432	0.08018488315
433	0.08011302642
434	0.08009058822
435	0.08001027299
436	0.07987880925
437	0.07984616785
438	0.07981270194
439	0.07976730286
440	0.07976439502
441	0.07970598796
442	0.07963823165
443	0.079595895
444	0.07956672091
445	0.07940518498
446	0.07939073413
447	0.07938968878
448	0.07933709003
449	0.07930035557
450	0.07926745651
451	0.07925014935
452	0.07921326766
453	0.07908048619
454	0.07893315818
455	0.07890142961
456	0.07883334203
457	0.07881422391
458	0.0787152838
459	0.0787143636
460	0.07864913232
461	0.07858493167
462	0.0785536448
463	0.07855274668
464	0.07853466656
465	0.07849484758
466	0.07834885201
467	0.07833286994
468	0.07827365311
469	0.07825858388
470	0.07807811387
471	0.07805351135
472	0.07803171361
473	0.07801498065
474	0.07798029272
475	0.07794787952
476	0.07789478755
477	0.07786515705
478	0.07782847412
479	0.0777855559
480	0.07776120367
481	0.07763131532
482	0.07750862664
483	0.07746853528
484	0.07741825544
485	0.07740239116
486	0.07740151513
487	0.0773534585
488	0.07735261927
489	0.07730561536
490	0.07724237908
491	0.07724158402
492	0.07720991435
493	0.07717091251
494	0.07711629669
495	0.07708729192
496	0.07702332684
497	0.07702145699
498	0.0769981722
499	0.07698331646
500	0.07694229017
501	0.0769416718
502	0.07694106078
503	0.07693589293
504	0.07693531136
505	0.07690974447
506	0.07690964141
507	0.07690894205
508	0.07687631537
509	0.07687507126
510	0.07683082795
511	0.07681733411
512	0.07676636228
513	0.07675278746
514	0.07666942452
515	0.07663818919
516	0.07663765915
517	0.07663581875
518	0.07663575249
519	0.07660367057
520	0.07658742349
521	0.07658634133
522	0.07654260597
523	0.07654211274
524	0.0765416416
525	0.07645541499
526	0.07643397061
527	0.07643334487
528	0.07640118197
529	0.07635072545
530	0.07634923841
531	0.07634918688
532	0.07629091969
533	0.07629044118
534	0.07627922208
535	0.07618992568
536	0.07613473565
537	0.07610585603
538	0.07610145378
539	0.07610141698
540	0.07608410246
541	0.07608363867
542	0.07607941311
543	0.07605529645
544	0.07600108551
545	0.07600067326
546	0.07600015059
547	0.0759839035
548	0.07598350598
549	0.07596088373
550	0.07590520047
551	0.07590458946
552	0.07590457473
553	0.07583982932
554	0.07581779601
555	0.07581743529
556	0.07575826262
557	0.07575791662
558	0.07575759271
559	0.07575725408
560	0.0757569228
561	0.07575661362
562	0.07571555789
563	0.07571472602
564	0.07569988501
565	0.07568660465
566	0.07568629546
567	0.07566143529
568	0.07563456539
569	0.07557732146
570	0.0755054721
571	0.07550519235
572	0.0755048758
573	0.07549961961
574	0.07549931042
575	0.075459116
576	0.07541323841
577	0.07528175259
578	0.07516793465
579	0.07516773589
580	0.07516743406
581	0.07513767105
582	0.07511245015
583	0.07511217041
584	0.07507757818
585	0.07507729844
586	0.07503831868
587	0.07503324653
588	0.07498539603
589	0.07498513837
590	0.0749762529
591	0.07490353486
592	0.07488208311
593	0.07488183282
594	0.07485727447
595	0.07481995107
596	0.07481970078
597	0.07476078577
598	0.07468209746
599	0.07468181772
600	0.0746814938
601	0.0746704293
602	0.07464717395
603	0.07458035993
604	0.07458016116
605	0.07445516829
606	0.07443230311
607	0.07443225894
608	0.07441630632
609	0.07438830273
610	0.07438825856
611	0.07438356922
612	0.07437049499
613	0.07427485287
614	0.07427458786
615	0.07425745001
616	0.07416423724
617	0.07411095386
618	0.07411091705
619	0.0740714956
620	0.07407123058
621	0.07404365397
622	0.07400463004
623	0.07400459324
624	0.07400434294
625	0.07400411473
626	0.0740038129
627	0.0739817207
628	0.07398155874
629	0.07395888496
630	0.07395866412
631	0.07395838437
632	0.07395123624
633	0.07393006424
634	0.0739298802
635	0.07389212247
636	0.07389151146
637	0.07388673377
638	0.07380437937
639	0.07378203687
640	0.07378160253
641	0.07373460598
642	0.07373440721
643	0.07370481352
644	0.07369394777
645	0.07367170097
646	0.0736395896
647	0.07361605452
648	0.07360590285
649	0.07360571881
650	0.07358358243
651	0.07356885184
652	0.07351430963
653	0.07351387529
654	0.07351373542
655	0.07351355138
656	0.07350509288
657	0.07350507816
658	0.07350494565
659	0.07350476897
660	0.07350476897
661	0.07344332893
662	0.07341090837
663	0.07341088629
664	0.07341087893
665	0.07341071697
666	0.07341056238
667	0.07340901644
668	0.07338581999
669	0.07335164736
670	0.07335149277
671	0.07335134554
672	0.07335120567
673	0.07327016164
674	0.07324677379
675	0.0732467517
676	0.07324254086
677	0.0732169666
678	0.07321519982
679	0.07319173835
680	0.07319173099
681	0.07316948418
682	0.07316935167
683	0.07309013333
684	0.07309011124
685	0.07308998609
686	0.07306911591
687	0.07306897604
688	0.07306896868
689	0.07306882881
690	0.07306882145
691	0.07306880673
692	0.07306842392
693	0.0730652437
694	0.07306523634
695	0.07306521426
696	0.07306506702
697	0.07305559999
698	0.07304563236
699	0.07304549985
700	0.07304538206
701	0.073045279
702	0.07304515385
703	0.07304185585
704	0.07304184849
705	0.07304172334
706	0.07303436173
707	0.07290880937
708	0.07290880201
709	0.07290879465
710	0.07290868422
711	0.07286588379
712	0.07285715291
713	0.07283226329
714	0.07283196146
715	0.0728318584
716	0.0728318584
717	0.07283184368
718	0.07279921699
719	0.07274287119
720	0.0727427534
721	0.0727426577
722	0.07271034021
723	0.07268475123
724	0.07267516641
725	0.07267505598
726	0.07267495292
727	0.07267494556
728	0.07267483514
729	0.07267482041
730	0.07267471735
731	0.07267470263
732	0.0726745922
733	0.0726744965
734	0.0726744965
735	0.07267439344
736	0.07267429038
737	0.0726742094
738	0.07262492338
739	0.07262483504
740	0.07262483504
741	0.07262482768
742	0.07262482032
743	0.07262472462
744	0.07262473934
745	0.07258402224
746	0.07258112177
747	0.07258104079
748	0.07256036937
749	0.07255587879
750	0.07255578309
751	0.07254429896
752	0.0725442916
753	0.07254421063
754	0.07254420326
755	0.0725441959
756	0.07254411492
757	0.0725245772
758	0.07252456247
759	0.0725217577
760	0.0725217577
761	0.072521662
762	0.0725215663
763	0.07248642194
764	0.07245330939
765	0.07245330203
766	0.07245330203
767	0.07245330203
768	0.07244409265
769	0.07244410001
770	0.07244409265
771	0.07241295302
772	0.07241296038
773	0.07241294565
774	0.07241285732
775	0.07241279842
776	0.07240350806
777	0.07240343445
778	0.07240319151
779	0.0724031179
780	0.072403059
781	0.07234451207
782	0.0723444311
783	0.07234421761
784	0.07234420289
785	0.0723376216
786	0.07231835625
787	0.07227922927
788	0.0722410004
789	0.07224093414
790	0.07218513309
791	0.07218514045
792	0.07218513309
793	0.07218513309
794	0.07214155969
795	0.07210373571
796	0.07207565114
797	0.07207564378
798	0.07207563642
799	0.07197460561
800	0.07197452463
801	0.07197445837
802	0.07194499719
803	0.07188349089
804	0.0718660365
805	0.07182837447
806	0.07178167238
807	0.071723096
808	0.07167556205
809	0.07167551052
810	0.07155461807
811	0.07148074425
812	0.07148068536
813	0.07148061174
814	0.07148054549
815	0.07146339292
816	0.0714520634
817	0.07145193825
818	0.07144837523
819	0.07139911866
820	0.07136118425
821	0.07136103702
822	0.07136097076
823	0.07136090451
824	0.07131289205
825	0.07131030812
826	0.07131024187
827	0.07125573647
828	0.07124810247
829	0.07120878408
830	0.07117750457
831	0.07117738679
832	0.07113530779
833	0.07113525626
834	0.07111020468
835	0.07111014579
836	0.07111010162
837	0.07110098058
838	0.07100885732
839	0.07090829029
840	0.07090630265
841	0.07087609794
842	0.07087604641
843	0.07087579611
844	0.07087575931
845	0.07087570041
846	0.07087552373
847	0.07087547957
848	0.07079347117
849	0.07075447669
850	0.07071436324
851	0.07071431171
852	0.07063281126
853	0.07059648169
854	0.07059501673
855	0.07056928788
856	0.07056105023
857	0.07056102079
858	0.07056087355
859	0.07056062326
860	0.07052659051
861	0.0705265537
862	0.07041733677
863	0.07040136206
864	0.07035931251
865	0.07034639288
866	0.07034626773
867	0.07032383689
868	0.07022829048
869	0.07014761453
870	0.07013134536
871	0.07013129383
872	0.07011979498
873	0.07010503494
874	0.07010482882
875	0.07008189739
876	0.07002773798
877	0.0700168796
878	0.0700060433
879	0.06999606095
880	0.06999586954
881	0.06996356677
882	0.06991467092
883	0.06987806897
884	0.06986476653
885	0.06985619025
886	0.06981669518
887	0.06981650378
888	0.06976779933
889	0.06973593089
890	0.06970795675
891	0.06967634597
892	0.06965119869
893	0.06962389446
894	0.06955850859
895	0.06953868376
896	0.06953861014
897	0.06953855125
898	0.06953849972
899	0.06953843346
900	0.06944326986
901	0.0694432036
902	0.06941671651
903	0.06939954922
904	0.06939941671
905	0.06938492169
906	0.06938478182
907	0.06938464195
908	0.06935011597
909	0.06935007916
910	0.06930165446
911	0.06929284996
912	0.06927697832
913	0.06927682373
914	0.06924834163
915	0.0691063876
916	0.06908807926
917	0.06907566757
918	0.0690696016
919	0.06903014334
920	0.06901779055
921	0.06901773902
922	0.06901059825
923	0.06900191891
924	0.06900181585
925	0.06900174959
926	0.0689899342
927	0.06898983114
928	0.06896510347
929	0.06895690263
930	0.06894906251
931	0.06894901834
932	0.06894820856
933	0.06894815703
934	0.06890501796
935	0.06887249434
936	0.06885777111
937	0.06885771222
938	0.06885760915
939	0.06885752082
940	0.06885100579
941	0.06885096898
942	0.06885090272
943	0.06883315387
944	0.06874976885
945	0.06872021196
946	0.06872005736
947	0.06871999847
948	0.06869417392
949	0.06864186964
950	0.06860542965
951	0.06860538548
952	0.06860535603
953	0.06858861571
954	0.06857746287
955	0.06857065337
956	0.06856197403
957	0.06854165597
958	0.06853893217
959	0.06850232285
960	0.06850230077
961	0.06850224924
962	0.06850212409
963	0.06850076219
964	0.06847225802
965	0.06846245971
966	0.06845620969
967	0.06845616552
968	0.0684561508
969	0.06845011428
970	0.06843126854
971	0.06842225792
972	0.06842215486
973	0.06838977111
974	0.0683897343
975	0.06838658353
976	0.06838096662
977	0.06837799253
978	0.06837795572
979	0.06837792627
980	0.06836733291
981	0.06835860203
982	0.06832359019
983	0.06832355338
984	0.06832352393
985	0.0683205572
986	0.06832045414
987	0.06829307629
988	0.06825856503
989	0.06825854295
990	0.06824142719
991	0.06824133885
992	0.06824130204
993	0.06814242818
994	0.06813218818
995	0.06813215873
996	0.06813204831
997	0.0681320115
998	0.06812663752
999	0.06812484128
